ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9
258,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,10,10,10,10,10,10,10,10,10,10
266,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,10,10,10,10,10,10
443,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25,10,10,10,10,10,10,10,10,10,10
458,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,10,10,10,10,10,10,9,10,10,10
477,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,10,10,10,10,10,10,9,10,10,10
480,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,6,8,8,7,8,7,8,6,7,6
23,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,10,10,10,10,9,10,9,10,10,10
64,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,2,Strongly oppose,5,In the middle,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,6,1,2,1,2,2,2,2,3,1
79,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,9,Very strongly favor,8,Strongly favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,9,8,9,9,9,10,9,10,9,9
134,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,10,Strongly favor,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,6,7,7,6,7,6,7,6,6
179,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,4,Slightly oppose,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,6,6,7,7,6,6,6,6,6,6
184,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,0,Extremely oppose,5,In the middle,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,0,0,2,0,0,0,0,0,0,0
235,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,6,Slightly favor,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,6,6,7,6,6,6,6,6,6,6
258,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,9,Very strongly favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,6,6,7,7,6,7,6,6,6,6
266,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,9,10,9,10,10,10
443,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,False,77,No opinion,10,Strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25,8,8,8,8,8,8,8,6,6,8
458,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,10,10,10,10,9,10,9,10,10,10
477,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,10,10,9,10,9,10,9,10,10,9
480,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,6,Slightly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,6,6,7,6,4,6,6,6,6,6
23,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,7,7,7,7,7,7,8,7,7,8
64,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,False,6,Slightly favor,77,No opinion,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,7,7,7,7,7,7,8,7,7,7
79,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,9,Very strongly favor,9,Very strongly favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,8,9,9,9,9,9,9,10,8,9
134,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,10,Strongly favor,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,6,7,7,6,7,8,7,6,7
179,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,9,Very strongly favor,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,8,8,8,9,9,8,9,9,8,9
184,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,3,Moderately oppose,5,In the middle,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,4,4,2,4,4,4,4,4,4,4
235,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,0,Extremely oppose,1,Very strongly oppose,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,0,0,0,0,0,9,2,2,2,9
258,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,6,Slightly favor,7,Moderately favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,7,7,7,7,7,7,7,7,7,7
266,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,9,10,9,9,9,9,9,10,10,10
443,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,False,77,No opinion,10,Strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25,6,8,7,6,6,6,8,7,7,7
458,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,9,10,9,9,9,9,9,10,10,10
477,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,5,In the middle,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,9,10,9,9,9,10,9,10,10,10
480,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,6,Slightly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,6,7,7,7,7,7,8,7,7,8
23,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,10,10,10,10,10,10,10,10,10,10
64,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,1,Very strongly oppose,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,2,1,2,1,1,1,2,1,2,1
79,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,8,Strongly favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,10,10,9,10,10,10,10,10,10,10
134,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,6,7,7,6,7,6,6,6,6
179,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,6,Slightly favor,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,6,5,3,6,3,5,5,5,3,3
184,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,2,2,2,2,4,5,2,2,2,2
235,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,0,0,0,0,0,10,0,0,0,0
258,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,3,Moderately oppose,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,8,8,8,10,9,10,9,10,10,9
266,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,10,10,9,10,10,10
443,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,2,Strongly oppose,4,Hispanic,18-29,BA or above,Democrat,Female,25,10,10,10,10,10,10,9,10,10,10
458,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,10,10,9,10,10,10,9,10,10,10
477,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,6,6,7,7,6,7,6,6,6,6
480,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,0,10,0,0,10,10,0,0,10,10
23,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,10,10,10,10,10,10,10,10,10,10
64,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,5,In the middle,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,7,8,7,7,8,8,8,7,7,8
79,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,10,10,10,10,10,10,10,10,10,10
134,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,6,7,7,6,8,6,7,7,8
179,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,9,Very strongly favor,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,10,10,10,10,10,10,10,10,10,10
184,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,6,Slightly favor,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,6,6,8,6,4,7,6,6,6,6
235,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,9,Very strongly favor,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,8,8,8,8,8,8,8,8,8,8
258,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,10,10,10,10,10,10,10,10,10,10
266,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,10,10,10,10,10,10
443,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,8,Strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25,8,8,8,8,8,8,8,8,8,8
458,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,8,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,10,10,10,10,10,10,10,10,10,10
477,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,10,Strongly favor,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,6,6,7,7,8,8,6,7,7,8
480,Q5I,[Allow Medicare to negotiate drug prices.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,10,10,10,10,9,10,9,10,10,10
23,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,10,10,9,10,10,10,9,10,10,10
64,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,7,Moderately favor,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,7,7,7,7,8,7,7,7,7,7
79,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,10,Strongly favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,8,8,8,8,8,8,8,8,8,8
134,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,6,Slightly favor,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,6,5,6,6,6,5,5,6,5
179,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,7,Moderately favor,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,6,6,3,5,3,5,6,5,3,3
184,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,7,Moderately favor,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,8,8,8,8,8,8,8,8,8,8
235,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,9,Very strongly favor,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,8,8,8,10,9,8,9,10,10,9
258,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,9,9,8,9,9,9,9,9,9,9
266,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,9,10,9,10,10,10
443,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,8,Strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25,7,8,7,7,8,8,8,7,7,7
458,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,6,6,7,7,6,6,6,7,6,7
477,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,10,Strongly favor,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,6,6,8,6,6,6,6,6,6,6
480,Q5J,[The US government should make changes to the patent system to allow generic drugs to come on the market more quickly.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,7,Moderately favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,6,6,3,4,4,5,6,5,3,1
23,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,10,9,9,9,9,9,9,10,9,10
64,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,8,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,8,8,9,9,9,9,9,8,9,9
79,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,5,In the middle,7,Moderately favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,6,6,7,7,6,7,6,6,6,7
134,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,False,77,No opinion,7,Moderately favor,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,5,5,5,6,5,5,5,5,6
179,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,9,10,9,9,9,9,9,10,10,9
184,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,8,Strongly favor,8,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,8,8,9,9,9,9,9,9,9,9
235,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,4,Slightly oppose,4,Slightly oppose,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,6,6,3,5,6,5,6,3,3,3
258,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,False,77,No opinion,7,Moderately favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,6,6,5,6,6,5,5,5,6,5
266,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,10,Strongly favor,8,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,9,9,9,10,10,9
443,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,False,77,No opinion,10,Strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25,6,6,7,6,6,6,6,6,6,6
458,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,9,9,9,10,9,10,9,10,10,9
477,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,False,77,No opinion,77,No opinion,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,6,6,5,6,6,5,5,5,6,5
480,Q6A,"[The US should rejoin the Trans-Pacific Partnership, a trading agreement between 12 countries excluding China.] How strongly would you oppose or favor these?",Global Position,True,5,In the middle,6,Slightly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,6,7,7,7,6,7,6,6,7,7
23,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,0,Extremely oppose,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,1,1,2,1,1,1,1,3,1,1
64,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,1,Very strongly oppose,0,Extremely oppose,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,1,0,2,3,1,0,0,0,0,1
79,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,7,Moderately favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,7,7,7,7,7,7,5,5,7,7
134,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,0,Extremely oppose,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,5,5,5,5,5,5,5,5,5
179,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,3,Moderately oppose,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,5,5,5,5,3,5,5,5,3,3
184,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,1,Very strongly oppose,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,8,8,8,8,8,8,8,8,8,8
235,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,7,Moderately favor,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,7,7,7,7,7,7,7,7,7,7
258,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,7,Moderately favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,8,8,8,8,8,8,8,8,8,8
266,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,0,0,2,0,0,0,1,0,0,0
443,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,1,Very strongly oppose,4,Hispanic,18-29,BA or above,Democrat,Female,25,6,6,6,6,4,5,5,6,6,6
458,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,2,Strongly oppose,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,6,6,4,4,4,6,6,4,6,6
477,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,77,No opinion,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,6,6,5,5,6,5,5,5,5,6
480,Q6B,[The U.S. should increase tariffs on Chinese goods.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,6,Slightly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72,8,8,8,8,8,8,8,8,8,8
23,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64,10,10,10,10,9,10,9,10,10,10
64,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75,9,9,9,9,9,9,9,10,10,9
79,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,7,Moderately favor,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64,8,8,9,9,9,9,9,9,9,9
134,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,5,In the middle,4,"2+, non-Hispanic",30-44,HS graduate or equivalent,Independent,Female,35,6,5,5,6,5,5,5,5,5,6
179,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59,10,10,10,10,9,10,9,10,10,10
184,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,5,In the middle,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57,8,8,8,8,9,9,9,9,9,9
235,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,7,Moderately favor,4,"White, non-Hispanic",60+,Some college,Republican,Female,71,8,8,8,9,9,9,9,9,9,9
258,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,9,Very strongly favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39,9,9,9,9,9,9,9,10,10,9
266,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53,10,10,10,10,9,10,10,10,10,10
443,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,5,In the middle,4,Hispanic,18-29,BA or above,Democrat,Female,25,6,6,7,6,6,5,6,6,6,6
458,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,8,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29,9,9,9,9,9,10,9,10,9,9
477,Q6C,[The US should tighten sanctions on Russia.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,77,No opinion,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38,6,6,5,6,6,5,5,5,6,6
